#Batch CD-search tool	NIH/NLM/NCBI
#cdsid	QM3-qcdsearch-3C7412B6098CEF2-1DC787F1F19F00D7
#datatype	hitsConcise Results
#status	0
#Start time	2022-04-21T02:14:00	Run time	0:00:28:52
#status	success

Query	Hit type	PSSM-ID	From	To	E-Value	Bitscore	Accession	Short name	Incomplete	Superfamily
Q#2562 - >2562	specific	214815	117	177	1.95343e-33	117.202	smart00774	WRKY	 - 	cl03892
Q#2563 - >2563	specific	399123	35	323	3.28967e-128	366.53	pfam05910	DUF868	 - 	cl05466
Q#2564 - >2564	specific	397294	243	299	1.04566e-33	117.573	pfam03106	WRKY	 - 	cl03892
Q#2565 - >2565	specific	214815	1227	1286	2.80522e-26	102.565	smart00774	WRKY	 - 	cl03892
Q#2565 - >2565	superfamily	395745	407	640	1.35655e-16	80.8864	cl26397	NB-ARC superfamily	 - 	 - 
Q#2565 - >2565	superfamily	215633	205	426	1.0207e-09	63.355	cl33662	PLN03210 superfamily	NC	 - 
Q#2565 - >2565	superfamily	215061	783	1186	2.25041e-06	52.1576	cl33413	PLN00113 superfamily	C	 - 
Q#2566 - >2566	specific	214815	409	466	7.93765e-37	131.07	smart00774	WRKY	 - 	cl03892
Q#2566 - >2566	specific	397294	237	291	1.75089e-31	116.032	pfam03106	WRKY	 - 	cl03892
Q#2567 - >2567	superfamily	215636	169	523	3.14431e-39	157.346	cl33664	PLN03218 superfamily	NC	 - 
Q#2567 - >2567	specific	404055	517	562	2.6318e-12	61.9955	pfam13041	PPR_2	 - 	cl38385
Q#2567 - >2567	specific	404055	591	633	2.81484e-10	56.2176	pfam13041	PPR_2	 - 	cl38385
Q#2567 - >2567	superfamily	407303	532	682	6.16694e-10	59.7176	cl38513	PPR_long superfamily	 - 	 - 
Q#2568 - >2568	specific	214815	38	163	7.27798e-22	85.2308	smart00774	WRKY	 - 	cl03892
Q#2569 - >2569	specific	214815	151	209	4.73902e-33	115.662	smart00774	WRKY	 - 	cl03892
Q#2570 - >2570	specific	214815	106	163	3.40284e-30	106.032	smart00774	WRKY	 - 	cl03892
Q#2571 - >2571	specific	214815	487	544	1.20538e-34	125.292	smart00774	WRKY	 - 	cl03892
Q#2571 - >2571	specific	214815	277	331	6.28965e-31	114.891	smart00774	WRKY	 - 	cl03892
Q#2572 - >2572	specific	214815	250	308	1.44156e-35	124.521	smart00774	WRKY	 - 	cl03892
Q#2573 - >2573	specific	214815	147	205	9.73259e-34	117.588	smart00774	WRKY	 - 	cl03892
Q#2574 - >2574	specific	214815	163	220	2.24683e-33	114.891	smart00774	WRKY	 - 	cl03892
Q#2575 - >2575	specific	214815	424	481	1.74939e-33	121.054	smart00774	WRKY	 - 	cl03892
Q#2575 - >2575	specific	397294	257	311	4.1512e-28	106.017	pfam03106	WRKY	 - 	cl03892
Q#2576 - >2576	specific	404074	136	402	1.74998e-101	303.08	pfam13088	BNR_2	 - 	cl21531
Q#2577 - >2577	specific	214815	136	193	1.74206e-35	120.284	smart00774	WRKY	 - 	cl03892
Q#2578 - >2578	specific	214815	135	197	2.08485e-30	110.269	smart00774	WRKY	 - 	cl03892
Q#2579 - >2579	specific	397294	229	287	1.87295e-35	124.891	pfam03106	WRKY	 - 	cl03892
Q#2580 - >2580	superfamily	419665	104	371	6.80639e-78	242.178	cl21453	PKc_like superfamily	 - 	 - 
Q#2581 - >2581	specific	215412	1	643	0	1011.54	PLN02769	PLN02769	 - 	cl30823
Q#2582 - >2582	specific	214815	391	448	2.51994e-34	123.751	smart00774	WRKY	 - 	cl03892
Q#2582 - >2582	specific	214815	219	274	2.07447e-31	115.662	smart00774	WRKY	 - 	cl03892
Q#2583 - >2583	specific	214815	132	192	2.41949e-35	122.98	smart00774	WRKY	 - 	cl03892
Q#2584 - >2584	specific	214815	403	460	5.45891e-35	126.062	smart00774	WRKY	 - 	cl03892
Q#2585 - >2585	superfamily	335237	89	600	0	768.393	cl28725	Methyltransf_29 superfamily	 - 	 - 
Q#2586 - >2586	specific	214815	95	152	7.56664e-33	111.81	smart00774	WRKY	 - 	cl03892
Q#2587 - >2587	specific	399123	35	323	1.98932e-128	367.3	pfam05910	DUF868	 - 	cl05466
Q#2588 - >2588	specific	214815	43	104	1.56835e-28	101.794	smart00774	WRKY	 - 	cl03892
Q#2589 - >2589	specific	214815	118	178	2.16028e-35	121.44	smart00774	WRKY	 - 	cl03892
Q#2590 - >2590	specific	214815	339	396	1.87469e-31	114.506	smart00774	WRKY	 - 	cl03892
Q#2590 - >2590	specific	214815	194	249	3.53488e-27	102.95	smart00774	WRKY	 - 	cl03892
Q#2591 - >2591	specific	397294	413	468	6.58435e-34	122.58	pfam03106	WRKY	 - 	cl03892
Q#2591 - >2591	specific	397294	245	299	1.87866e-29	110.254	pfam03106	WRKY	 - 	cl03892
Q#2592 - >2592	specific	397294	169	225	3.7501e-32	112.18	pfam03106	WRKY	 - 	cl03892
Q#2592 - >2592	specific	402248	122	165	3.3407e-05	40.1743	pfam10533	Plant_zn_clust	 - 	cl11166
Q#2593 - >2593	superfamily	413846	169	189	4.1403e-09	51.7184	cl03892	WRKY superfamily	C	 - 
Q#2594 - >2594	specific	214815	143	201	7.45151e-34	118.358	smart00774	WRKY	 - 	cl03892
Q#2595 - >2595	specific	214815	198	256	6.39019e-34	119.899	smart00774	WRKY	 - 	cl03892
Q#2596 - >2596	specific	397294	223	279	4.91545e-34	118.343	pfam03106	WRKY	 - 	cl03892
Q#2596 - >2596	specific	402248	182	219	3.15905e-10	54.4267	pfam10533	Plant_zn_clust	 - 	cl11166
Q#2597 - >2597	specific	214815	93	151	5.50514e-36	123.751	smart00774	WRKY	 - 	cl03892
Q#2598 - >2598	specific	214815	58	122	4.92793e-26	95.246	smart00774	WRKY	 - 	cl03892
Q#2599 - >2599	specific	214815	127	186	6.50912e-36	124.136	smart00774	WRKY	 - 	cl03892
Q#2601 - >2601	specific	214815	134	191	1.28272e-38	130.684	smart00774	WRKY	 - 	cl03892
Q#2602 - >2602	specific	397294	525	579	9.09211e-31	114.876	pfam03106	WRKY	 - 	cl03892
Q#2602 - >2602	specific	214815	755	830	4.83605e-27	104.491	smart00774	WRKY	 - 	cl03892
Q#2603 - >2603	specific	214815	51	112	4.34232e-32	112.195	smart00774	WRKY	 - 	cl03892
Q#2604 - >2604	specific	214815	143	203	3.6902e-34	120.669	smart00774	WRKY	 - 	cl03892
Q#2605 - >2605	specific	214815	435	495	1.1123e-32	119.899	smart00774	WRKY	 - 	cl03892
Q#2605 - >2605	specific	397294	567	625	1.62393e-31	116.417	pfam03106	WRKY	 - 	cl03892
Q#2606 - >2606	specific	214815	155	211	2.56095e-31	111.424	smart00774	WRKY	 - 	cl03892
Q#2607 - >2607	specific	214815	238	295	1.93353e-34	123.366	smart00774	WRKY	 - 	cl03892
Q#2608 - >2608	specific	214815	204	261	5.71025e-34	119.899	smart00774	WRKY	 - 	cl03892
Q#2609 - >2609	specific	212164	13	269	2.92474e-76	238.862	cd11650	AT4G37440_like	 - 	cl17008
Q#2610 - >2610	specific	214815	121	185	1.11145e-26	98.7128	smart00774	WRKY	 - 	cl03892
Q#2611 - >2611	specific	397294	147	215	1.29744e-28	104.476	pfam03106	WRKY	 - 	cl03892
Q#2612 - >2612	superfamily	335237	89	600	0	768.393	cl28725	Methyltransf_29 superfamily	 - 	 - 
Q#2613 - >2613	specific	397294	34	93	5.69978e-28	99.8534	pfam03106	WRKY	 - 	cl03892
Q#2614 - >2614	specific	214815	433	490	2.52162e-35	126.832	smart00774	WRKY	 - 	cl03892
Q#2615 - >2615	specific	214815	175	232	3.80423e-36	122.21	smart00774	WRKY	 - 	cl03892
Q#2616 - >2616	specific	396785	10	139	3.77211e-26	103.659	pfam02365	NAM	 - 	cl03558
Q#2618 - >2618	specific	214815	122	183	7.94888e-29	106.417	smart00774	WRKY	 - 	cl03892
Q#2619 - >2619	specific	214815	159	216	8.35047e-30	105.646	smart00774	WRKY	 - 	cl03892
Q#2620 - >2620	specific	215412	48	645	0	1024.63	PLN02769	PLN02769	 - 	cl30823
Q#2621 - >2621	superfamily	227438	344	627	5.42523e-08	56.1802	cl34906	RNA14 superfamily	C	 - 
Q#2621 - >2621	specific	214642	121	153	7.2025e-05	40.225	smart00386	HAT	 - 	cl02592
Q#2621 - >2621	superfamily	421384	31	185	0.000168212	44.567	cl26712	U3_assoc_6 superfamily	C	 - 
Q#2621 - >2621	superfamily	111114	223	251	0.000554599	37.9304	cl03482	HAT superfamily	 - 	 - 
Q#2622 - >2622	specific	214815	165	223	1.26787e-34	120.669	smart00774	WRKY	 - 	cl03892
Q#2623 - >2623	superfamily	421389	12	302	1.06056e-39	141.273	cl26744	TPT superfamily	 - 	 - 
Q#2624 - >2624	specific	214815	125	185	9.68716e-36	124.136	smart00774	WRKY	 - 	cl03892
Q#2625 - >2625	specific	214815	487	544	2.60937e-35	127.218	smart00774	WRKY	 - 	cl03892
Q#2625 - >2625	specific	214815	277	331	5.98906e-31	114.891	smart00774	WRKY	 - 	cl03892
Q#2626 - >2626	specific	396785	9	143	3.21081e-28	108.666	pfam02365	NAM	 - 	cl03558
Q#2627 - >2627	specific	214815	204	261	5.48501e-35	125.292	smart00774	WRKY	 - 	cl03892
Q#2628 - >2628	superfamily	412377	24	261	8.70526e-69	217.644	cl00437	Zip superfamily	C	 - 
Q#2629 - >2629	specific	214815	92	149	1.321e-34	119.899	smart00774	WRKY	 - 	cl03892
Q#2630 - >2630	specific	397294	3	30	6.74997e-12	56.7111	pfam03106	WRKY	N	cl03892
Q#2631 - >2631	specific	214815	135	197	2.08485e-30	110.269	smart00774	WRKY	 - 	cl03892
Q#2632 - >2632	specific	214815	43	104	3.09335e-28	101.024	smart00774	WRKY	 - 	cl03892
Q#2633 - >2633	specific	214815	136	193	2.46245e-33	114.891	smart00774	WRKY	 - 	cl03892
Q#2634 - >2634	specific	214815	351	408	7.34691e-35	124.136	smart00774	WRKY	 - 	cl03892
Q#2634 - >2634	specific	214815	189	246	1.58249e-32	117.973	smart00774	WRKY	 - 	cl03892
Q#2635 - >2635	specific	214815	124	189	3.91038e-22	87.1568	smart00774	WRKY	 - 	cl03892
Q#2636 - >2636	specific	396357	22	37	4.19506e-05	39.015	pfam01754	zf-A20	N	cl27506
Q#2637 - >2637	specific	215412	48	645	0	1026.56	PLN02769	PLN02769	 - 	cl30823
Q#2638 - >2638	specific	214815	487	544	2.60937e-35	127.218	smart00774	WRKY	 - 	cl03892
Q#2638 - >2638	specific	214815	277	331	5.98906e-31	114.891	smart00774	WRKY	 - 	cl03892
Q#2639 - >2639	specific	214815	105	165	1.55107e-35	121.44	smart00774	WRKY	 - 	cl03892
Q#2640 - >2640	specific	214815	163	220	2.69982e-33	114.506	smart00774	WRKY	 - 	cl03892
Q#2641 - >2641	specific	214815	53	111	2.27173e-22	83.69	smart00774	WRKY	 - 	cl03892
Q#2642 - >2642	specific	214815	178	234	1.92237e-31	112.58	smart00774	WRKY	 - 	cl03892
Q#2643 - >2643	specific	214815	127	187	4.93355e-34	118.358	smart00774	WRKY	 - 	cl03892
Q#2644 - >2644	specific	214815	433	490	2.52162e-35	126.832	smart00774	WRKY	 - 	cl03892
Q#2645 - >2645	specific	214815	487	544	2.60937e-35	127.218	smart00774	WRKY	 - 	cl03892
Q#2645 - >2645	specific	214815	277	331	5.98906e-31	114.891	smart00774	WRKY	 - 	cl03892
Q#2646 - >2646	superfamily	215412	1	258	6.69452e-171	485.739	cl30823	PLN02769 superfamily	N	 - 
Q#2647 - >2647	specific	397294	147	215	1.01762e-28	104.861	pfam03106	WRKY	 - 	cl03892
Q#2648 - >2648	specific	397294	114	174	4.67434e-28	102.165	pfam03106	WRKY	 - 	cl03892
Q#2649 - >2649	specific	397294	328	384	5.9719e-37	128.358	pfam03106	WRKY	 - 	cl03892
Q#2650 - >2650	specific	214815	311	365	2.25867e-30	111.81	smart00774	WRKY	 - 	cl03892
Q#2650 - >2650	superfamily	227489	25	181	5.34302e-09	58.3817	cl27325	ULP1 superfamily	N	 - 
Q#2651 - >2651	specific	214815	140	201	5.25442e-31	111.424	smart00774	WRKY	 - 	cl03892
Q#2652 - >2652	specific	214815	38	96	3.59762e-32	109.884	smart00774	WRKY	 - 	cl03892
Q#2653 - >2653	specific	397294	169	225	2.95918e-32	112.18	pfam03106	WRKY	 - 	cl03892
Q#2653 - >2653	specific	402248	122	165	3.11726e-05	40.1743	pfam10533	Plant_zn_clust	 - 	cl11166
Q#2654 - >2654	specific	214815	175	232	3.80423e-36	122.21	smart00774	WRKY	 - 	cl03892
Q#2655 - >2655	specific	396785	9	147	1.24324e-25	101.733	pfam02365	NAM	 - 	cl03558
Q#2656 - >2656	specific	214815	299	355	2.93189e-34	123.366	smart00774	WRKY	 - 	cl03892
Q#2657 - >2657	superfamily	415594	140	204	1.15221e-29	107.641	cl09141	ACT superfamily	 - 	 - 
Q#2657 - >2657	superfamily	419665	259	303	1.39407e-12	66.0219	cl21453	PKc_like superfamily	C	 - 
Q#2657 - >2657	superfamily	235342	23	186	1.8084e-06	49.4819	cl35282	PRK05092 superfamily	N	 - 
Q#2658 - >2658	specific	214815	341	398	2.34548e-35	126.447	smart00774	WRKY	 - 	cl03892
Q#2659 - >2659	specific	214815	130	189	1.20649e-36	125.677	smart00774	WRKY	 - 	cl03892
Q#2660 - >2660	superfamily	187754	161	253	1.75359e-12	65.0412	cl39120	AMN1 superfamily	NC	 - 
Q#2660 - >2660	specific	403981	68	103	0.000117578	38.6193	pfam12937	F-box-like	C	cl02535
Q#2661 - >2661	specific	214815	164	221	5.45747e-32	114.506	smart00774	WRKY	 - 	cl03892
Q#2662 - >2662	specific	214815	409	466	7.93765e-37	131.07	smart00774	WRKY	 - 	cl03892
Q#2662 - >2662	specific	397294	237	291	1.75089e-31	116.032	pfam03106	WRKY	 - 	cl03892
Q#2663 - >2663	specific	214815	121	185	1.11145e-26	98.7128	smart00774	WRKY	 - 	cl03892
Q#2664 - >2664	specific	214815	119	178	9.76293e-37	125.677	smart00774	WRKY	 - 	cl03892
Q#2665 - >2665	specific	396290	41	315	9.52923e-152	432.098	pfam01650	Peptidase_C13	 - 	cl00042
Q#2665 - >2665	specific	411051	348	466	9.76466e-26	101.213	cd21115	legumain_C	 - 	cl41234
Q#2666 - >2666	specific	214815	97	155	2.605e-35	121.825	smart00774	WRKY	 - 	cl03892
Q#2667 - >2667	specific	397294	147	207	1.16853e-27	101.779	pfam03106	WRKY	 - 	cl03892
Q#2668 - >2668	specific	214815	69	130	1.58937e-27	101.024	smart00774	WRKY	 - 	cl03892
Q#2669 - >2669	superfamily	227438	344	627	5.76146e-08	56.1802	cl34906	RNA14 superfamily	C	 - 
Q#2669 - >2669	specific	214642	121	153	7.56493e-05	40.225	smart00386	HAT	 - 	cl02592
Q#2669 - >2669	superfamily	421384	31	185	0.000166762	44.567	cl26712	U3_assoc_6 superfamily	C	 - 
Q#2669 - >2669	superfamily	225605	119	266	0.000360135	42.7971	cl34545	PilF superfamily	C	 - 
Q#2669 - >2669	superfamily	399092	260	345	0.00311199	40.0455	cl37739	Suf superfamily	C	 - 
Q#2670 - >2670	specific	397294	223	279	4.91545e-34	118.343	pfam03106	WRKY	 - 	cl03892
Q#2670 - >2670	specific	402248	182	219	3.15905e-10	54.4267	pfam10533	Plant_zn_clust	 - 	cl11166
Q#2671 - >2671	superfamily	413846	84	105	7.26786e-10	50.5628	cl03892	WRKY superfamily	C	 - 
Q#2672 - >2672	specific	397294	121	186	2.68085e-25	96.3866	pfam03106	WRKY	 - 	cl03892
Q#2673 - >2673	specific	396785	12	142	9.06093e-27	105.2	pfam02365	NAM	 - 	cl03558
Q#2674 - >2674	specific	214815	113	170	2.65552e-35	119.128	smart00774	WRKY	 - 	cl03892
Q#2675 - >2675	specific	214815	250	308	4.60443e-34	119.128	smart00774	WRKY	 - 	cl03892
Q#2675 - >2675	specific	402248	207	248	4.08811e-12	59.8195	pfam10533	Plant_zn_clust	 - 	cl11166
Q#2676 - >2676	specific	214815	240	298	2.35017e-35	125.677	smart00774	WRKY	 - 	cl03892
Q#2677 - >2677	specific	214815	206	263	5.50159e-34	119.899	smart00774	WRKY	 - 	cl03892
Q#2678 - >2678	specific	214815	394	451	8.95799e-35	124.906	smart00774	WRKY	 - 	cl03892
Q#2678 - >2678	specific	214815	219	274	1.8542e-31	115.662	smart00774	WRKY	 - 	cl03892
Q#2679 - >2679	specific	214815	238	295	1.93353e-34	123.366	smart00774	WRKY	 - 	cl03892
Q#2680 - >2680	specific	214815	82	136	5.22349e-30	106.417	smart00774	WRKY	 - 	cl03892
Q#2681 - >2681	superfamily	335237	89	600	0	766.467	cl28725	Methyltransf_29 superfamily	 - 	 - 
Q#2682 - >2682	specific	214815	51	112	4.34232e-32	112.195	smart00774	WRKY	 - 	cl03892
Q#2683 - >2683	specific	214815	369	426	1.14631e-36	130.299	smart00774	WRKY	 - 	cl03892
Q#2684 - >2684	specific	214815	249	305	5.16924e-33	119.514	smart00774	WRKY	 - 	cl03892
Q#2685 - >2685	specific	397294	239	295	9.46454e-34	117.573	pfam03106	WRKY	 - 	cl03892
Q#2686 - >2686	specific	214815	433	490	2.52162e-35	126.832	smart00774	WRKY	 - 	cl03892
Q#2687 - >2687	specific	214815	123	180	8.0822e-39	130.299	smart00774	WRKY	 - 	cl03892
Q#2688 - >2688	specific	214815	143	203	3.7556e-34	120.669	smart00774	WRKY	 - 	cl03892
Q#2689 - >2689	specific	214815	147	205	7.61384e-34	117.973	smart00774	WRKY	 - 	cl03892
Q#2690 - >2690	specific	214815	205	261	1.00693e-34	123.751	smart00774	WRKY	 - 	cl03892
Q#2691 - >2691	specific	404074	136	402	1.71234e-100	300.769	pfam13088	BNR_2	 - 	cl21531
Q#2692 - >2692	superfamily	215636	10	421	1.44995e-33	136.931	cl33664	PLN03218 superfamily	NC	 - 
Q#2692 - >2692	superfamily	316342	402	460	0.00105042	37.7227	cl37870	PPR_3 superfamily	 - 	 - 
Q#2693 - >2693	specific	214815	151	209	5.38742e-33	115.662	smart00774	WRKY	 - 	cl03892
Q#2696 - >2696	superfamily	413846	170	190	4.37254e-09	51.7184	cl03892	WRKY superfamily	C	 - 
Q#2697 - >2697	specific	397294	414	469	7.26228e-34	122.195	pfam03106	WRKY	 - 	cl03892
Q#2697 - >2697	specific	397294	246	300	2.04433e-29	109.869	pfam03106	WRKY	 - 	cl03892
Q#2698 - >2698	specific	214815	83	140	1.02232e-37	126.832	smart00774	WRKY	 - 	cl03892
Q#2699 - >2699	specific	214815	487	544	2.60937e-35	127.218	smart00774	WRKY	 - 	cl03892
Q#2699 - >2699	specific	214815	277	331	5.98906e-31	114.891	smart00774	WRKY	 - 	cl03892
Q#2700 - >2700	specific	214815	176	232	1.19925e-36	126.447	smart00774	WRKY	 - 	cl03892
Q#2701 - >2701	specific	214815	122	186	6.04563e-32	113.35	smart00774	WRKY	 - 	cl03892
Q#2702 - >2702	superfamily	215636	10	421	1.44995e-33	136.931	cl33664	PLN03218 superfamily	NC	 - 
Q#2702 - >2702	superfamily	316342	402	460	0.00105042	37.7227	cl37870	PPR_3 superfamily	 - 	 - 
Q#2703 - >2703	specific	214815	487	544	2.60937e-35	127.218	smart00774	WRKY	 - 	cl03892
Q#2703 - >2703	specific	214815	277	331	5.98906e-31	114.891	smart00774	WRKY	 - 	cl03892
Q#2704 - >2704	specific	214815	78	138	7.20566e-36	122.98	smart00774	WRKY	 - 	cl03892
Q#2706 - >2706	specific	397294	78	137	1.78431e-19	77.5118	pfam03106	WRKY	 - 	cl03892
Q#2707 - >2707	specific	405121	611	710	3.41151e-23	94.623	pfam14372	DUF4413	 - 	cl16834
Q#2707 - >2707	specific	399013	755	837	8.98125e-18	78.4573	pfam05699	Dimer_Tnp_hAT	 - 	cl05324
Q#2707 - >2707	specific	397294	62	117	3.90194e-12	61.7187	pfam03106	WRKY	 - 	cl03892
Q#2707 - >2707	specific	214746	237	283	2.09114e-08	50.8892	smart00614	ZnF_BED	 - 	cl02703
Q#2708 - >2708	specific	214815	487	544	2.60937e-35	127.218	smart00774	WRKY	 - 	cl03892
Q#2708 - >2708	specific	214815	277	331	5.98906e-31	114.891	smart00774	WRKY	 - 	cl03892
Q#2709 - >2709	specific	214815	320	378	2.16828e-37	129.144	smart00774	WRKY	 - 	cl03892
Q#2709 - >2709	specific	402248	283	318	2.01425e-09	52.5007	pfam10533	Plant_zn_clust	 - 	cl11166
Q#2710 - >2710	specific	398722	180	222	3.30881e-21	87.2164	pfam05182	Fip1	 - 	cl02162
Q#2711 - >2711	superfamily	412389	51	292	1.76302e-05	46.3328	cl00459	MIT_CorA-like superfamily	C	 - 
Q#2712 - >2712	specific	214815	387	444	3.38918e-33	119.514	smart00774	WRKY	 - 	cl03892
Q#2712 - >2712	specific	397294	220	274	7.31459e-28	105.246	pfam03106	WRKY	 - 	cl03892
Q#2713 - >2713	specific	214815	100	157	4.04098e-33	112.965	smart00774	WRKY	 - 	cl03892
Q#2714 - >2714	superfamily	419665	62	333	1.29765e-80	247.956	cl21453	PKc_like superfamily	 - 	 - 
Q#2715 - >2715	specific	214815	117	177	5.66969e-34	118.743	smart00774	WRKY	 - 	cl03892
Q#2716 - >2716	specific	214815	179	236	6.4131e-33	117.202	smart00774	WRKY	 - 	cl03892
Q#2717 - >2717	specific	214815	384	441	3.88152e-34	122.98	smart00774	WRKY	 - 	cl03892
Q#2717 - >2717	specific	397294	221	275	1.21614e-32	118.728	pfam03106	WRKY	 - 	cl03892
Q#2717 - >2717	superfamily	180887	288	387	0.004158	39.7408	cl32198	PRK07211 superfamily	N	 - 
Q#2718 - >2718	specific	397294	34	93	5.69978e-28	99.8534	pfam03106	WRKY	 - 	cl03892
Q#2719 - >2719	specific	404788	582	693	5.82547e-32	120.36	pfam13962	PGG	 - 	cl16503
Q#2719 - >2719	specific	404788	9	119	1.86224e-30	116.122	pfam13962	PGG	 - 	cl16503
Q#2719 - >2719	specific	404788	190	301	1.96507e-28	110.344	pfam13962	PGG	 - 	cl16503
Q#2719 - >2719	specific	404788	429	519	1.67703e-19	84.5361	pfam13962	PGG	 - 	cl16503
Q#2719 - >2719	superfamily	404788	776	895	3.02898e-17	78.3729	cl16503	PGG superfamily	 - 	 - 
Q#2720 - >2720	specific	214815	187	244	2.76197e-36	124.906	smart00774	WRKY	 - 	cl03892
Q#2721 - >2721	specific	397294	525	579	9.11897e-31	114.876	pfam03106	WRKY	 - 	cl03892
Q#2721 - >2721	specific	214815	755	830	4.80344e-27	104.491	smart00774	WRKY	 - 	cl03892
Q#2722 - >2722	specific	214815	139	200	1.11784e-31	112.58	smart00774	WRKY	 - 	cl03892
Q#2723 - >2723	specific	399123	1	210	8.76536e-104	299.89	pfam05910	DUF868	 - 	cl05466
Q#2724 - >2724	specific	214815	143	201	7.45151e-34	118.358	smart00774	WRKY	 - 	cl03892
Q#2725 - >2725	specific	214815	160	216	1.63776e-31	114.121	smart00774	WRKY	 - 	cl03892
Q#2726 - >2726	superfamily	173412	39	325	1.13497e-19	96.3634	cl31754	PTZ00121 superfamily	NC	 - 
Q#2727 - >2727	specific	396785	9	147	4.57117e-25	100.577	pfam02365	NAM	 - 	cl03558
Q#2728 - >2728	specific	214815	1227	1286	2.80522e-26	102.565	smart00774	WRKY	 - 	cl03892
Q#2728 - >2728	superfamily	395745	407	640	1.35655e-16	80.8864	cl26397	NB-ARC superfamily	 - 	 - 
Q#2728 - >2728	superfamily	215633	205	426	1.0207e-09	63.355	cl33662	PLN03210 superfamily	NC	 - 
Q#2728 - >2728	superfamily	215061	783	1186	2.25041e-06	52.1576	cl33413	PLN00113 superfamily	C	 - 
Q#2729 - >2729	specific	214815	250	308	1.44156e-35	124.521	smart00774	WRKY	 - 	cl03892
Q#2730 - >2730	specific	397294	34	74	7.55148e-15	65.5706	pfam03106	WRKY	N	cl03892
Q#2731 - >2731	specific	214815	121	185	1.11145e-26	98.7128	smart00774	WRKY	 - 	cl03892
Q#2732 - >2732	specific	397294	229	287	1.51993e-35	124.891	pfam03106	WRKY	 - 	cl03892
Q#2733 - >2733	specific	214815	192	250	1.88189e-35	122.98	smart00774	WRKY	 - 	cl03892
Q#2734 - >2734	specific	214815	54	111	1.34959e-32	109.498	smart00774	WRKY	 - 	cl03892
Q#2735 - >2735	specific	214815	93	151	4.9472e-36	124.136	smart00774	WRKY	 - 	cl03892
Q#2736 - >2736	specific	214815	199	257	1.7302e-34	121.44	smart00774	WRKY	 - 	cl03892
Q#2737 - >2737	specific	214815	70	131	3.2003e-29	106.417	smart00774	WRKY	 - 	cl03892
Q#2738 - >2738	specific	212164	13	269	3.22222e-76	238.862	cd11650	AT4G37440_like	 - 	cl17008
Q#2739 - >2739	specific	214815	487	544	2.60937e-35	127.218	smart00774	WRKY	 - 	cl03892
Q#2739 - >2739	specific	214815	277	331	5.98906e-31	114.891	smart00774	WRKY	 - 	cl03892
Q#2740 - >2740	specific	214815	246	304	2.09351e-35	125.677	smart00774	WRKY	 - 	cl03892
Q#2741 - >2741	specific	206652	3341	3587	7.22395e-122	385.132	cd01853	Toc34_like	 - 	cl38936
Q#2742 - >2742	specific	214815	366	423	4.66342e-35	124.521	smart00774	WRKY	 - 	cl03892
Q#2742 - >2742	specific	214815	200	255	2.31887e-30	111.81	smart00774	WRKY	 - 	cl03892
Q#2743 - >2743	specific	214815	128	185	3.06464e-36	121.054	smart00774	WRKY	 - 	cl03892
Q#2744 - >2744	specific	397294	9	68	1.75754e-27	98.6978	pfam03106	WRKY	 - 	cl03892
Q#2745 - >2745	specific	214815	134	191	1.78098e-34	117.202	smart00774	WRKY	 - 	cl03892
Q#2746 - >2746	specific	214815	142	202	5.46946e-22	86.3864	smart00774	WRKY	 - 	cl03892
Q#2747 - >2747	specific	212164	13	269	3.22222e-76	238.862	cd11650	AT4G37440_like	 - 	cl17008
Q#2748 - >2748	specific	214815	312	368	1.06737e-34	124.906	smart00774	WRKY	 - 	cl03892
Q#2749 - >2749	specific	214815	121	185	9.68007e-27	98.7128	smart00774	WRKY	 - 	cl03892
Q#2750 - >2750	specific	214815	165	223	1.25443e-34	120.669	smart00774	WRKY	 - 	cl03892
Q#2751 - >2751	specific	214815	123	184	1.40578e-32	115.276	smart00774	WRKY	 - 	cl03892
Q#2752 - >2752	specific	214815	62	133	3.71228e-25	94.8608	smart00774	WRKY	 - 	cl03892
Q#2753 - >2753	specific	214815	387	444	4.82632e-37	130.299	smart00774	WRKY	 - 	cl03892
Q#2753 - >2753	specific	214815	231	286	1.29366e-32	118.358	smart00774	WRKY	 - 	cl03892
Q#2754 - >2754	specific	214815	982	1042	1.35889e-32	120.284	smart00774	WRKY	 - 	cl03892
Q#2754 - >2754	superfamily	395745	184	396	1.16062e-26	109.776	cl26397	NB-ARC superfamily	 - 	 - 
Q#2754 - >2754	superfamily	413846	1114	1127	8.02692e-05	41.3031	cl03892	WRKY superfamily	C	 - 
Q#2755 - >2755	specific	214815	295	348	1.42551e-32	116.047	smart00774	WRKY	 - 	cl03892
Q#2755 - >2755	specific	402248	258	293	4.61143e-10	54.4267	pfam10533	Plant_zn_clust	 - 	cl11166
